0.306062	15.991	9.71874
1.34762	15.5682	8.77045
2.62632	15.4146	7.778
2.41945	14.7012	8.15486
4.09562	12.8484	7.24498
4.37624	11.8166	6.50694
4.4415	10.858	5.94887
4.07546	8.72666	5.32977
1.89313	18.1098	7.97725
2.86356	18.3845	8.07498
3.3585	18.4206	8.04656
3.26588	18.0473	7.61669
4.27377	18.3651	7.71382
4.62831	18.2879	7.43367
4.20406	17.8604	7.22221
5.03533	17.9889	6.87581
4.50225	16.7255	6.93847
4.16885	15.8066	7.2993
3.22061	16.4233	7.49249
1.32967	16.5713	7.70281
1.56054	16.9014	7.42987
1.48385	12.1446	8.65476
1.40894	11.9122	8.70719
1.8568	12.0357	8.51462
2.39415	11.3832	8.02956
1.76296	11.7328	8.53935
2.49179	11.4877	8.0133
2.91998	10.8509	7.24902
3.08975	10.0787	6.58688
2.917	9.43176	6.53798
2.88007	9.44618	6.53723
2.55509	8.65099	6.67103
2.29227	8.1977	6.74785
2.50704	8.68256	6.68462
2.21394	8.26677	6.79703
1.99189	7.78053	6.88519
0.898063	7.08018	7.35302
0.808468	7.14664	7.39474
1.90212	7.87946	6.95011
2.98868	10.0221	6.59174
2.77649	10.7176	7.13145
0.621465	21.5602	8.29265
0.604995	20.8309	8.53097
3.14908	21.3652	7.51489
3.09528	20.773	7.80289
3.73417	21.2288	7.17794
3.68308	20.6733	7.43605
4.26464	21.0531	6.8405
4.22301	20.547	7.09078
4.76078	20.8474	6.48908
4.71171	20.3844	6.77438
5.19905	20.5365	6.10434
5.14108	20.1093	6.40474
5.49382	20.1424	5.66124
5.43079	19.7396	5.98607
6.14901	17.3856	4.99664
6.30806	17.473	4.57844
5.62412	19.033	5.94261
4.70298	25.1331	3.36814
0.792404	26.9176	4.23638
6.54369	17.6358	4.01808
5.82348	20.169	4.8718
5.97227	20.7058	4.53112
6.90855	18.6883	2.48119
7.27527	21.3934	0.975945
7.1552	22.8295	0.426306
7.26118	17.0681	1.63641
7.27596	17.7596	1.25881
7.61108	20.4414	-0.438997
7.50403	22.2935	-1.03007
7.27776	16.9508	0.212146
7.69011	18.5487	-1.56384
7.79299	19.7076	-2.39459
7.71406	18.5805	-2.17614
7.45205	17.4453	-3.40312
7.14893	17.4586	2.328
7.15002	18.2108	1.8576
7.45106	20.9574	0.301805
7.35459	22.5733	-0.277694
7.26263	16.6998	1.0368
7.31281	17.3314	0.695857
7.72644	19.7431	-1.31552
7.58103	22.0332	-1.80335
6.28149	22.8346	3.10863
6.19409	23.6369	2.44567
5.43532	16.5692	6.30337
5.48465	17.2828	6.10419
5.96215	8.36932	-1.77492
5.83345	7.46621	-1.42546
4.26557	5.14012	1.04572
5.22911	4.81132	-0.553677
3.92233	4.33773	1.03908
4.98649	3.99443	-0.335003
3.61589	3.60882	1.04999
4.72339	3.24322	-0.153512
4.45898	2.55758	-0.00744029
4.18847	1.92196	0.0939312
3.91915	1.3229	0.155317
2.59479	1.31358	0.981377
3.65367	0.741223	0.187253
2.70014	-2.20768	0.587469
1.19788	-2.47957	0.68754
5.47424	8.21664	0.362954
6.07643	9.29358	-2.10318
6.51491	12.56	-2.64931
5.27388	8.94547	3.8723
5.63744	9.42751	3.37641
5.9036	10.2683	3.78598
6.00774	9.90858	2.80664
6.21711	10.7624	3.25202
6.44479	11.2865	2.66182
6.26254	10.369	2.24546
6.46607	10.795	1.69013
6.64783	11.8639	2.06458
6.83898	12.9766	0.951779
7.00606	14.4652	1.71514
6.90001	15.4961	3.43376
6.78801	15.7313	3.95885
6.64166	15.9183	4.42574
6.48126	16.0685	4.83748
6.97399	14.9132	2.41384
6.94392	15.2987	3.06276
5.84856	16.263	5.97276
0.904214	17.3136	8.08748
2.92521	18.689	8.31552
3.46518	18.7511	8.21214
4.46987	18.699	7.75496
4.85464	18.5892	7.42815
5.28495	18.1973	6.76894
5.9226	17.3267	5.60591
3.24203	5.79213	4.84056
2.12479	12.9408	8.17607
1.58294	12.4869	8.53833
3.18396	11.2909	7.19059
3.01047	10.9955	7.25771
3.20305	9.31062	6.25764
3.00508	9.34866	6.50889
2.66838	7.9321	6.30233
2.3719	8.10796	6.65832
2.08147	7.67996	6.77751
3.17103	10.1496	6.57463
3.32081	10.3168	6.51181
4.29654	9.8323	5.59713
2.62722	11.681	7.95334
2.90007	12.1306	7.67715
1.95201	12.2665	8.38874
2.46306	12.7393	7.97808
2.62965	8.55003	6.59651
2.85287	8.31223	6.25731
0.978925	6.96333	7.30299
1.92137	12.7686	8.33038
3.0826	11.1278	7.24089
3.09114	9.30997	6.40025
2.49204	8.01497	6.50545
2.21122	7.5904	6.62123
3.21873	10.2042	6.56101
2.73969	11.9237	7.85129
2.14195	12.5239	8.22317
2.69705	8.39149	6.43983
2.82401	14.3788	7.9775
2.77966	16.4796	7.52871
3.1177	15.8737	7.43707
3.21434	13.9608	7.81929
1.36047	14.7409	8.99739
0.317367	14.6144	10.4468
0.307273	16.3283	9.51838
1.33801	15.8103	8.57295
2.49005	14.9386	8.10503
3.41462	14.1562	7.8037
4.33171	12.9411	7.14187
4.55828	11.9375	6.39872
4.67087	11.0373	5.71023
4.54827	9.92221	5.31779
4.38679	8.92585	5.05944
3.88157	7.74239	5.19359
2.94771	14.617	7.94661
1.2661	16.4396	7.87945
3.25073	15.474	7.59146
1.42726	17.0468	7.4271
0.943616	16.8242	8.09419
0.290476	17.5777	8.85204
0.284454	17.2483	8.94759
0.507697	18.8884	8.9612
3.64708	18.0313	7.50985
3.84374	18.4047	7.93612
3.99894	18.7475	8.03744
5.09534	19.7237	6.70142
4.66342	19.972	7.06924
4.18729	20.1146	7.38693
3.66595	20.1975	7.70912
3.06395	20.2593	8.07365
0.584059	20.1474	8.75609
4.40444	17.7296	7.05332
4.87449	18.1555	7.13632
5.10985	18.4126	7.07102
5.39702	19.3956	6.30854
4.60652	15.8701	7.17258
5.59268	13.4538	6.08636
6.39657	14.1493	4.80343
6.52313	13.3301	3.96503
6.54754	12.8388	3.57949
6.54904	12.3244	3.23501
3.67187	15.8051	7.37777
5.46441	13.8706	6.40976
5.26562	13.1595	6.36577
5.70108	13.0592	5.71353
5.95004	12.2475	4.84136
5.48685	11.7818	5.16972
6.02052	11.2609	4.20884
5.65636	10.8423	4.56436
5.52684	9.81705	4.20812
5.21302	16.1791	6.74261
6.13426	14.7409	5.59671
6.28744	14.4605	5.22796
6.64476	13.9105	3.51159
6.66849	13.4388	3.07109
6.70394	12.9488	2.68922
5.16168	13.6167	6.67671
4.87098	13.3741	6.87244
5.34998	12.7123	5.97411
5.03955	12.405	6.12989
5.13376	11.4604	5.35955
5.25296	10.4736	4.82165
5.11535	9.40199	4.51976
4.97552	12.887	6.54019
2.58398	11.0607	7.58139
2.717	11.1826	7.66796
3.07305	11.7579	7.47715
2.83661	11.3326	7.64212
2.9546	11.5541	7.58897
4.28231	12.2831	6.87054
4.46225	12.3901	6.79082
6.56377	14.6546	4.41767
5.59831	15.6843	6.42065
4.9888	15.3303	7.02316
4.53262	15.258	7.32769
3.94304	15.2734	7.52427
6.34886	15.1996	5.24082
6.47774	14.9421	4.85454
6.01297	15.6567	5.84579
6.47414	13.7725	4.36994
5.41215	12.2597	5.54115
5.80837	12.6582	5.2803
6.61497	14.3157	3.9689
4.42962	11.352	6.19527
4.39959	10.4244	5.7826
3.0447	10.4908	6.88119
2.89861	10.3768	6.84261
2.96438	9.76402	6.52848
3.04614	9.77019	6.51023
3.11784	10.5984	6.88335
3.28552	9.82763	6.34056
3.12415	9.75568	6.47303
3.2711	10.8431	6.85011
3.17519	10.6996	6.88112
3.18306	9.7655	6.4294
4.65851	11.5365	6.01295
4.62488	10.4902	5.49194
5.62899	11.3527	4.81592
6.01328	11.7651	4.4985
5.06962	11.9336	5.71895
5.25762	11.0257	5.03692
4.27781	16.6182	7.13547
4.95416	15.9791	6.96365
5.7765	14.214	6.06066
5.94452	13.866	5.72732
6.15148	13.6118	5.24768
6.3244	12.7526	4.4412
6.34742	12.262	4.07537
6.33431	11.7527	3.76035
5.30594	15.4738	6.70622
6.27508	13.2268	4.82098
0.642164	22.3193	8.03606
3.22882	22.0112	7.2498
3.80816	21.8406	6.92437
4.35184	21.6332	6.58428
4.84815	21.3623	6.20665
5.27791	21.0149	5.79596
5.5806	20.6025	5.33688
0.740381	25.3198	6.35456
3.46947	24.5247	5.60465
4.0308	24.2106	5.32975
4.56849	23.8651	5.01534
5.07106	23.4971	4.66987
5.90157	22.7189	3.8902
3.62843	25.9025	3.70298
6.80901	17.8536	3.14057
5.64323	19.3446	5.58822
5.10329	23.958	4.19508
4.60073	24.337	4.50369
4.07485	24.7036	4.78606
0.75205	25.9117	5.73078
3.52277	25.044	5.03105
6.5915	11.5786	0.355272
6.15689	9.64968	1.06087
5.85052	9.0687	1.40706
5.40178	8.48268	1.91168
4.91772	7.91262	2.52562
4.5223	7.34199	3.11124
5.90652	9.27309	-0.160022
5.60523	8.54787	0.856949
5.15829	7.82697	1.34043
6.2585	11.7249	-0.902099
6.01547	9.36884	0.385904
5.54088	23.5665	3.85531
5.50805	23.1054	4.28818
5.59454	24.3111	2.9395
5.9209	23.1876	3.49292
7.24665	20.7061	1.31425
7.50932	19.688	0.0222199
7.39008	20.227	0.673906
7.59926	19.0516	-0.591759
6.2744	22.3414	3.47364
5.17937	24.7163	3.16009
4.19389	25.5318	3.54542
